,ID,Hash Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
89056,45141,a517c9c4ad816111f28c0b44fad8ade5a91838f88447be2c9282fca873af7c68,F,26.0,166.0,62.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Super G,
89057,45141,a517c9c4ad816111f28c0b44fad8ade5a91838f88447be2c9282fca873af7c68,F,26.0,166.0,62.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
89058,45141,a517c9c4ad816111f28c0b44fad8ade5a91838f88447be2c9282fca873af7c68,F,26.0,166.0,62.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Combined,
89059,45141,a517c9c4ad816111f28c0b44fad8ade5a91838f88447be2c9282fca873af7c68,F,30.0,166.0,62.0,Germany,GER,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Downhill,
89060,45141,a517c9c4ad816111f28c0b44fad8ade5a91838f88447be2c9282fca873af7c68,F,30.0,166.0,62.0,Germany,GER,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Super G,
89166,45199,513b617a4accf5560656e9c6f9c0951f26d0ea16e6eb565d10a7d273a519f917,M,23.0,175.0,62.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
89167,45200,bb581579935633f687e891c96a3276fec7551c0e7735cb8b24c4ec209dff17aa,M,27.0,194.0,90.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,
89199,45219,3251ec46539edfd7eba145eed9f8123e936e8bbc744cb2ac5fc40c1d0dce907e,M,16.0,164.0,62.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,
89200,45219,3251ec46539edfd7eba145eed9f8123e936e8bbc744cb2ac5fc40c1d0dce907e,M,16.0,164.0,62.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,
89201,45219,3251ec46539edfd7eba145eed9f8123e936e8bbc744cb2ac5fc40c1d0dce907e,M,16.0,164.0,62.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Floor Exercise,
89202,45219,3251ec46539edfd7eba145eed9f8123e936e8bbc744cb2ac5fc40c1d0dce907e,M,16.0,164.0,62.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,
89203,45219,3251ec46539edfd7eba145eed9f8123e936e8bbc744cb2ac5fc40c1d0dce907e,M,16.0,164.0,62.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,
89204,45219,3251ec46539edfd7eba145eed9f8123e936e8bbc744cb2ac5fc40c1d0dce907e,M,16.0,164.0,62.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,
89205,45219,3251ec46539edfd7eba145eed9f8123e936e8bbc744cb2ac5fc40c1d0dce907e,M,16.0,164.0,62.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Rings,
