,ID,Hash Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
261,133,341116996c59575b8e0a66ad3d42f5063c72c9d5fd8840d5f211a4dc158a7c28,M,,,,Germany,GER,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,
669,389,0740975bf9235edebcecc325eeff6e611f13de55abfc111388ce678f98affa67,M,45.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",
670,389,0740975bf9235edebcecc325eeff6e611f13de55abfc111388ce678f98affa67,M,45.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",
687,396,1acabc3b523678f8cd7b07dd38a5a0808f8d799b0a52c0af1fc303a2562d6343,F,25.0,165.0,55.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,
688,396,1acabc3b523678f8cd7b07dd38a5a0808f8d799b0a52c0af1fc303a2562d6343,F,25.0,165.0,55.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,
689,396,1acabc3b523678f8cd7b07dd38a5a0808f8d799b0a52c0af1fc303a2562d6343,F,25.0,165.0,55.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,
690,396,1acabc3b523678f8cd7b07dd38a5a0808f8d799b0a52c0af1fc303a2562d6343,F,25.0,165.0,55.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,
691,396,1acabc3b523678f8cd7b07dd38a5a0808f8d799b0a52c0af1fc303a2562d6343,F,25.0,165.0,55.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,
703,402,64ed8b221dbd14fc9454fab084e6283b50252d5aaf880ddb3944e1e3167ceb77,M,22.0,184.0,85.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,
704,402,64ed8b221dbd14fc9454fab084e6283b50252d5aaf880ddb3944e1e3167ceb77,M,30.0,184.0,85.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,
875,505,9e6e7f6280b01a03571297e34e4df2db8ced834a2d8bd6cd166c35f847681e91,M,25.0,186.0,84.0,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Decathlon,
887,508,149071c240984fff6950f4cdffd1d7729ca9ea5776f05be2879c15f7131d654f,M,,,,Germany,GER,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,
995,561,6ef2688bf3a151bc63f84f92ee57f9813384c9c7086b01f4b1cab8e76bf882a7,M,26.0,184.0,73.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Nordic Combined,Nordic Combined Men's Team,
996,561,6ef2688bf3a151bc63f84f92ee57f9813384c9c7086b01f4b1cab8e76bf882a7,M,26.0,184.0,73.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Nordic Combined,Nordic Combined Men's Individual,
1050,586,df23145d5e928e2196ff8094067ec25ac31edf1be1622a89693787e7163ef29b,M,31.0,178.0,85.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,
1188,666,b26bc38991b88706bd3cde261736158ab2318ed512a51fef9375c6614f16e40c,M,28.0,180.0,68.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Featherweight,
1241,701,01317a479cc2776022238ce497f684d903ff2c18876cfac22f4024df87f6f333,M,24.0,191.0,75.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,
1242,702,fbf3c79d0b7326e440e9c4466354a000cf1de31f9ad91fa999def4afaa926e21,M,20.0,184.0,69.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Nordic Combined,Nordic Combined Men's Team,
1243,702,fbf3c79d0b7326e440e9c4466354a000cf1de31f9ad91fa999def4afaa926e21,M,20.0,184.0,69.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Nordic Combined,Nordic Combined Men's Individual,
1244,702,fbf3c79d0b7326e440e9c4466354a000cf1de31f9ad91fa999def4afaa926e21,M,24.0,184.0,69.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Nordic Combined,Nordic Combined Men's Team,Silver
1245,702,fbf3c79d0b7326e440e9c4466354a000cf1de31f9ad91fa999def4afaa926e21,M,24.0,184.0,69.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Nordic Combined,Nordic Combined Men's Individual,
1246,702,fbf3c79d0b7326e440e9c4466354a000cf1de31f9ad91fa999def4afaa926e21,M,24.0,184.0,69.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Nordic Combined,Nordic Combined Men's Sprint,Silver
1247,702,fbf3c79d0b7326e440e9c4466354a000cf1de31f9ad91fa999def4afaa926e21,M,28.0,184.0,69.0,Germany,GER,2006 Winter,2006,Winter,Torino,Nordic Combined,Nordic Combined Men's Team,Silver
1248,702,fbf3c79d0b7326e440e9c4466354a000cf1de31f9ad91fa999def4afaa926e21,M,28.0,184.0,69.0,Germany,GER,2006 Winter,2006,Winter,Torino,Nordic Combined,Nordic Combined Men's Individual,
1249,702,fbf3c79d0b7326e440e9c4466354a000cf1de31f9ad91fa999def4afaa926e21,M,28.0,184.0,69.0,Germany,GER,2006 Winter,2006,Winter,Torino,Nordic Combined,Nordic Combined Men's Sprint,
1354,767,a0d21dcf650001e531d4a1bd6e45c4db15060653d93cd95e064447ea68c613a7,M,,,,Germany,GER,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's epee, Individual",
1355,767,a0d21dcf650001e531d4a1bd6e45c4db15060653d93cd95e064447ea68c613a7,M,,,,Germany,GER,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's Sabre, Individual",
1356,767,a0d21dcf650001e531d4a1bd6e45c4db15060653d93cd95e064447ea68c613a7,M,,,,Germany,GER,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Foil, Individual",
1357,767,a0d21dcf650001e531d4a1bd6e45c4db15060653d93cd95e064447ea68c613a7,M,,,,Germany,GER,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Sabre, Team",
1359,769,36304c44963b44e613f7f9e1336803c4f5d6b1f114c33ec9d7c84650103067cb,F,23.0,162.0,54.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Women's Individual,
1373,775,5ceb19a2c77a5489c608772f192a88a586cabc7ed052bbba3558563a9cf215fb,M,26.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Foil, Team",Bronze
1382,780,ca76d32050aa491f76eba1fa174e0e39a5e65dc718fabfdfe8122b4c9273f9c2,M,18.0,169.0,61.0,Germany,GER,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Platform,
1417,796,7c057622bf769d81c32172975bd5768b7bb0188a1911702f858baed602013c9b,F,32.0,172.0,68.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Handball,Handball Women's Handball,
1487,827,a8cd9241964efc79ea05f93e52b3e10b2aa6e52d21bc01ab4ebe25924bbd7f3b,F,26.0,174.0,73.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,
1532,849,839e19c8d4e4fa7d9c0171b35fa1f90b522fb7284f5d492751dae3da8dd28881,M,25.0,189.0,87.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,
1533,849,839e19c8d4e4fa7d9c0171b35fa1f90b522fb7284f5d492751dae3da8dd28881,M,29.0,189.0,87.0,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
1534,850,1755cdcfd50db29e32c0a6721dcdc7a5e90e145373ee318acc39cadb080a58e2,M,26.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,Gold
1604,892,ccd56fb2867aff9835c8d03c763b11678336e9f921a0cb16222bd4d850bcf9cf,M,23.0,185.0,75.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Speed Skating,Speed Skating Men's 500 metres,
1605,892,ccd56fb2867aff9835c8d03c763b11678336e9f921a0cb16222bd4d850bcf9cf,M,23.0,185.0,75.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Speed Skating,"Speed Skating Men's 1,000 metres",
1606,892,ccd56fb2867aff9835c8d03c763b11678336e9f921a0cb16222bd4d850bcf9cf,M,23.0,185.0,75.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Speed Skating,"Speed Skating Men's 1,500 metres",
1607,892,ccd56fb2867aff9835c8d03c763b11678336e9f921a0cb16222bd4d850bcf9cf,M,25.0,185.0,75.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Speed Skating,Speed Skating Men's 500 metres,
1608,892,ccd56fb2867aff9835c8d03c763b11678336e9f921a0cb16222bd4d850bcf9cf,M,25.0,185.0,75.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Men's 1,000 metres",
1609,892,ccd56fb2867aff9835c8d03c763b11678336e9f921a0cb16222bd4d850bcf9cf,M,25.0,185.0,75.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Men's 1,500 metres",
1610,892,ccd56fb2867aff9835c8d03c763b11678336e9f921a0cb16222bd4d850bcf9cf,M,29.0,185.0,75.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Speed Skating,Speed Skating Men's 500 metres,
1611,892,ccd56fb2867aff9835c8d03c763b11678336e9f921a0cb16222bd4d850bcf9cf,M,29.0,185.0,75.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Speed Skating,"Speed Skating Men's 1,000 metres",
1612,892,ccd56fb2867aff9835c8d03c763b11678336e9f921a0cb16222bd4d850bcf9cf,M,29.0,185.0,75.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Speed Skating,"Speed Skating Men's 1,500 metres",
1613,893,9ea4ab01344aee042046b9531ffb75a89ce70d8189d25322d1bd0178587af5d6,F,23.0,170.0,60.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Women's 1,500 metres",
1678,930,db3ec87503c2874255f5de6b2c9303f7695a44db336351647c26772d02aae55b,M,33.0,,,Germany,GER,1952 Summer,1952,Summer,Helsinki,Diving,Diving Men's Springboard,
1720,956,cf3a43e4fc6a04a5019d5afa152e83b20e5ec0da78696d93398536b1d54a1d35,M,27.0,190.0,110.0,Germany-2,GER,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,Silver
1721,956,cf3a43e4fc6a04a5019d5afa152e83b20e5ec0da78696d93398536b1d54a1d35,M,27.0,190.0,110.0,Germany-2,GER,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,
1736,967,5dd070dbdb647c62d6a7763b3222c810cb0f79738fd4bcd0dbd174202c6ffd4c,M,23.0,172.0,62.0,Germany,GER,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Road Race, Individual",
1737,967,5dd070dbdb647c62d6a7763b3222c810cb0f79738fd4bcd0dbd174202c6ffd4c,M,23.0,172.0,62.0,Germany,GER,1960 Summer,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
1748,971,10a79dc005f40f703ff811f8ff2c9de89d9999115cbbb036ca1f0e26333a83ad,M,20.0,182.0,77.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Individual,
1749,971,10a79dc005f40f703ff811f8ff2c9de89d9999115cbbb036ca1f0e26333a83ad,M,20.0,182.0,77.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Team,
1777,981,83b579c592a1525e302e131b749929471f4b7ab4cadc93ff21514ff500818aa4,F,29.0,177.0,62.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Women's Two Person Dinghy,
1899,1046,75d9347d884fa88ce26869afc04afbc868b8b8f16d0f7e60863ce60122bdddf9,M,24.0,189.0,82.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Silver
2422,1356,837b9c0003349e98705035d098fdbac85c77b1c3209f3c963c12e9104e8376a9,M,29.0,189.0,80.0,Germany,GER,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Individual",
2423,1356,837b9c0003349e98705035d098fdbac85c77b1c3209f3c963c12e9104e8376a9,M,29.0,189.0,80.0,Germany,GER,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
2424,1356,837b9c0003349e98705035d098fdbac85c77b1c3209f3c963c12e9104e8376a9,M,33.0,189.0,80.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Individual",
2425,1356,837b9c0003349e98705035d098fdbac85c77b1c3209f3c963c12e9104e8376a9,M,33.0,189.0,80.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",
2426,1356,837b9c0003349e98705035d098fdbac85c77b1c3209f3c963c12e9104e8376a9,M,37.0,189.0,80.0,Germany,GER,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",
2427,1356,837b9c0003349e98705035d098fdbac85c77b1c3209f3c963c12e9104e8376a9,M,37.0,189.0,80.0,Germany,GER,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",
2428,1356,837b9c0003349e98705035d098fdbac85c77b1c3209f3c963c12e9104e8376a9,M,41.0,189.0,80.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
2429,1356,837b9c0003349e98705035d098fdbac85c77b1c3209f3c963c12e9104e8376a9,M,41.0,189.0,80.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
2464,1379,95a44d459e351910d840ef0e2c82670e14b6f0f0f2db493892b25a7b36622a2d,M,30.0,190.0,88.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
2465,1379,95a44d459e351910d840ef0e2c82670e14b6f0f0f2db493892b25a7b36622a2d,M,34.0,190.0,88.0,Germany-1,GER,2000 Summer,2000,Summer,Sydney,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
2575,1441,7caafb9e5b4a78b58c1ef5bbaba001d500157ff0dd000dd651a59b45689286c7,M,27.0,174.0,81.0,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Javelin Throw,
2576,1442,52cb0dbbfc74dfdb1fe84c38a5bee2dce9bc0b43004183633f3d90a5ec3cf0aa,M,30.0,169.0,66.0,Mutafo,GER,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Three Person Keelboat,Silver
2586,1448,94e5068d00bdf0d5e849a9a754c98d33f141921411d0fa8ef62eb3cf7d23fd97,M,23.0,178.0,70.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Springboard,
2587,1449,53e6a2f0c8642ee4dac72ef1815f8a04518209cc43ad16fd272251885bb8a5d0,M,16.0,163.0,50.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Silver
2638,1481,a8cbc793622221033e45f9aee68c8b16dc4762dde09fbd15805788065c1602a7,M,23.0,183.0,75.0,Germany,GER,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze
2639,1481,a8cbc793622221033e45f9aee68c8b16dc4762dde09fbd15805788065c1602a7,M,27.0,183.0,75.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, Slalom",
4038,2328,f8a9a9ae6f04632dd9757d2e9e25b6587afbf1d1038c7277bf3423d46e789cfb,M,29.0,186.0,90.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Luge,Luge Men's Singles,
4039,2328,f8a9a9ae6f04632dd9757d2e9e25b6587afbf1d1038c7277bf3423d46e789cfb,M,33.0,186.0,90.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Luge,Luge Men's Singles,
4113,2368,d7c97bf6a63230aa6b8c77e5e8555c3cf903e8ad0082594cc1d267b5be52e626,M,20.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,
4120,2372,ab1ecab2fbf061159744d20ba5ea4813c536ba05d0b86d5cf4cb88797e10a630,M,35.0,178.0,87.0,Germany,GER,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
4169,2394,9ccc4a26c4d5dc10a0ff2a9cee7ff6956c9c20aa58aa86031f66cea5d2ce2a45,F,24.0,172.0,57.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's 100 metres,
4170,2394,9ccc4a26c4d5dc10a0ff2a9cee7ff6956c9c20aa58aa86031f66cea5d2ce2a45,F,24.0,172.0,57.0,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Women's 4 x 100 metres Relay,
4223,2417,f953889e43bf879cde37fe8836f53f164126433b5e95abd52997f901c4742899,M,27.0,192.0,92.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's One Person Dinghy,
4224,2418,78de7ee0e75e221e433071f53ca1fecbdc581638d570dfd9fdd009a7578ea2cf,M,27.0,190.0,75.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Road Race, Individual",
4225,2418,78de7ee0e75e221e433071f53ca1fecbdc581638d570dfd9fdd009a7578ea2cf,M,32.0,190.0,75.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Road Race, Individual",
4474,2553,5b28565d0475815db33e2ba674d5e53432205a543861b7c3cbe2dc8238ad19f7,M,21.0,183.0,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Eights,
4475,2553,5b28565d0475815db33e2ba674d5e53432205a543861b7c3cbe2dc8238ad19f7,M,26.0,183.0,,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxless Fours,Silver
4476,2553,5b28565d0475815db33e2ba674d5e53432205a543861b7c3cbe2dc8238ad19f7,M,26.0,183.0,,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,
4861,2777,77f54677a2b39dc9bd68839a244a60d4f301edd494dcdb751e98089c480c7082,M,43.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",
4862,2777,77f54677a2b39dc9bd68839a244a60d4f301edd494dcdb751e98089c480c7082,M,43.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",
4863,2777,77f54677a2b39dc9bd68839a244a60d4f301edd494dcdb751e98089c480c7082,M,43.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",
4864,2777,77f54677a2b39dc9bd68839a244a60d4f301edd494dcdb751e98089c480c7082,M,43.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",
4865,2777,77f54677a2b39dc9bd68839a244a60d4f301edd494dcdb751e98089c480c7082,M,47.0,,,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",
4866,2777,77f54677a2b39dc9bd68839a244a60d4f301edd494dcdb751e98089c480c7082,M,51.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",
4867,2777,77f54677a2b39dc9bd68839a244a60d4f301edd494dcdb751e98089c480c7082,M,51.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",
5076,2893,c1fb73f52e249bc591d1c35f26484c19e24e7cedd10f14c978d4e6904fdd8540,F,36.0,,,Germany,GER,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Women's Foil, Individual",
5113,2907,18edcb3b32d2bf271b00ba4bc683b9a2a84472043e62c230f004c526452e7224,M,26.0,180.0,80.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Sabre, Team",
5462,3081,c4ce75e0417cab844d237554a676780fe623b93089b46c260ac0bd936173644c,F,16.0,158.0,50.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,
5463,3081,c4ce75e0417cab844d237554a676780fe623b93089b46c260ac0bd936173644c,F,16.0,158.0,50.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,
5464,3081,c4ce75e0417cab844d237554a676780fe623b93089b46c260ac0bd936173644c,F,16.0,158.0,50.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,
5480,3093,bad8e0c02e04af5d4af51df4727c54e80d782ff34249e617747e5da77f746ab0,M,22.0,193.0,92.0,Germany,GER,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",
5481,3093,bad8e0c02e04af5d4af51df4727c54e80d782ff34249e617747e5da77f746ab0,M,26.0,193.0,92.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
5484,3095,a153d10118b09df8e41d39f2fa4efd69e94e61a39ba93f30623e723dda340db0,F,25.0,174.0,65.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,
5485,3096,64a3a4ffd93811b51e4a3c493efca9759747c28126c6f534bbd259999833b4df,F,17.0,157.0,52.0,Germany,GER,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Women's Normal Hill, Individual",
5490,3099,00d85278a921b1d889d7605e6d9bae622a5d546319f0a0ad1e7d3afd817506c6,F,25.0,180.0,72.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxless Pairs,Silver
5842,3288,58e7f8cd7500cc0d9732da1a13d199a516c73a8ef204e4e97f0f004925ef4e6f,F,32.0,,,Germany,GER,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
5843,3288,58e7f8cd7500cc0d9732da1a13d199a516c73a8ef204e4e97f0f004925ef4e6f,F,32.0,,,Germany,GER,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,
5844,3289,65c41c15844b034769f00055b40d12eb0be2ec3ff38479dd48680f7e56651369,M,23.0,,,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Water Polo,Water Polo Men's Water Polo,Gold
5845,3290,21434689cb5bf5dba116470082c186d3b79e20c8e9284d65d858eccc4f5b3eb1,M,31.0,183.0,85.0,Germany,GER,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,
5846,3290,21434689cb5bf5dba116470082c186d3b79e20c8e9284d65d858eccc4f5b3eb1,M,33.0,183.0,85.0,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,
5956,3348,f081e8c4426d037d1959266b2b8596db9770e2fd19cf415ff75bdd9c7e626ba6,M,21.0,,,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 1,500 metres",
5957,3348,f081e8c4426d037d1959266b2b8596db9770e2fd19cf415ff75bdd9c7e626ba6,M,21.0,,,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 3,000 metres, Team",
5982,3359,1eafdbc0715b0f2dbba8f556c0269434f755cb03e83d9895bfc257c9aa973e7b,M,21.0,174.0,76.0,Germany,GER,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,
5983,3359,1eafdbc0715b0f2dbba8f556c0269434f755cb03e83d9895bfc257c9aa973e7b,M,25.0,174.0,76.0,Germany,GER,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,
5984,3359,1eafdbc0715b0f2dbba8f556c0269434f755cb03e83d9895bfc257c9aa973e7b,M,29.0,174.0,76.0,Germany,GER,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,
6190,3476,935099b7bca3aa11621411ca4adb79ce9300425381912cf3d835831576df3030,M,21.0,,,Favorite Hammonia-3,GER,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Bronze
6301,3536,6c1c34d42508f4f24f7bb9781f44d02526efc008a5fb2b7f72d0ff7a1e455d1c,M,29.0,,,Frankfurt Club,GER,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
6315,3543,aacb3efd166741b7c15d3c6a93c353083613a435bbde0c436044ed4dce1ccffd,M,44.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Polo,Polo Men's Polo,
6563,3675,9bb939e99f1098a1fb720aeb6c9c4ac555c5f37de93fd3bb7d6b2638353b650e,M,24.0,166.0,62.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,
6564,3675,9bb939e99f1098a1fb720aeb6c9c4ac555c5f37de93fd3bb7d6b2638353b650e,M,24.0,166.0,62.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,
6565,3675,9bb939e99f1098a1fb720aeb6c9c4ac555c5f37de93fd3bb7d6b2638353b650e,M,24.0,166.0,62.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,
6566,3675,9bb939e99f1098a1fb720aeb6c9c4ac555c5f37de93fd3bb7d6b2638353b650e,M,24.0,166.0,62.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Rings,
6567,3675,9bb939e99f1098a1fb720aeb6c9c4ac555c5f37de93fd3bb7d6b2638353b650e,M,24.0,166.0,62.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,
6568,3675,9bb939e99f1098a1fb720aeb6c9c4ac555c5f37de93fd3bb7d6b2638353b650e,M,28.0,166.0,62.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,
6569,3675,9bb939e99f1098a1fb720aeb6c9c4ac555c5f37de93fd3bb7d6b2638353b650e,M,28.0,166.0,62.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,
6570,3675,9bb939e99f1098a1fb720aeb6c9c4ac555c5f37de93fd3bb7d6b2638353b650e,M,28.0,166.0,62.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Parallel Bars,
6571,3675,9bb939e99f1098a1fb720aeb6c9c4ac555c5f37de93fd3bb7d6b2638353b650e,M,28.0,166.0,62.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Rings,
